,timestamp,angle,safety_switch_pressed,flex_myobrick_pos_encoder,flex_myobrick_torque_encoder,flex_myobrick_current,flex_myobrick_pwm,flex_myobrick_in_running_state,extend_myobrick_pos_encoder,extend_myobrick_torque_encoder,extend_myobrick_current,extend_myobrick_pwm,extend_myobrick_in_running_state
0,1675347062.221045,1475.0,True,0.3759222030639648,-207.0,0.1124999970197677,0.0,False,-2.506348133087158,11.0,0.0375000014901161,0.0,False
1,1675347062.2712712,1475.0,True,0.3759222030639648,-207.0,0.050000000745058,0.0,False,-2.506348133087158,11.0,0.0874999985098838,0.0,False
2,1675347062.3215156,1475.0,True,0.3759222030639648,-207.0,0.0625,0.0,False,-2.506348133087158,11.0,0.1875,0.0,False
3,1675347062.3717046,1475.0,True,0.3759222030639648,-207.0,-0.0750000029802322,0.0,False,-2.506348133087158,11.0,0.1624999940395355,0.0,False
4,1675347062.4219193,1474.0,True,0.3759222030639648,-207.0,0.1375000029802322,0.0,False,-2.506348133087158,11.0,0.025000000372529,0.0,False
5,1675347062.4721365,1475.0,True,0.3759222030639648,-207.0,0.050000000745058,0.0,False,-2.506348133087158,11.0,0.125,0.0,False
6,1675347062.5222955,1474.0,True,0.3759222030639648,-207.0,0.2249999940395355,0.0,False,-2.506348133087158,11.0,0.0750000029802322,0.0,False
7,1675347062.5725386,1474.0,True,0.3759222030639648,-207.0,0.025000000372529,0.0,False,-2.506348133087158,11.0,0.0,0.0,False
8,1675347062.6227646,1473.0,True,0.3759222030639648,-207.0,0.1875,0.0,False,-2.506348133087158,11.0,-0.050000000745058,0.0,False
9,1675347062.6730938,1472.0,True,0.3759222030639648,-207.0,0.2249999940395355,0.0,False,-2.506348133087158,11.0,0.125,0.0,False
10,1675347062.7231743,1474.0,True,0.3759222030639648,-207.0,0.1375000029802322,0.0,False,-2.506348133087158,11.0,0.2000000029802322,0.0,False
11,1675347062.7733777,1475.0,True,0.3759222030639648,-207.0,0.2000000029802322,0.0,False,-2.506348133087158,11.0,0.1375000029802322,0.0,False
12,1675347062.8235745,1479.0,True,0.3759222030639648,-207.0,0.0375000014901161,0.0,False,-2.506348133087158,11.0,0.1749999970197677,0.0,False
13,1675347062.8737922,1482.0,True,0.3759222030639648,-207.0,0.0874999985098838,0.0,False,-2.506348133087158,11.0,0.125,0.0,False
14,1675347062.9239802,1491.0,True,0.3759222030639648,-207.0,0.025000000372529,0.0,False,-2.506348133087158,11.0,0.1000000014901161,0.0,False
15,1675347062.9742045,1502.0,True,0.3759222030639648,-207.0,-0.0375000014901161,0.0,False,-2.506348133087158,11.0,0.125,0.0,False
16,1675347063.0245113,1512.0,True,0.3759222030639648,-207.0,-0.050000000745058,0.0,False,-2.506348133087158,11.0,0.025000000372529,0.0,False
17,1675347063.0746698,1525.0,True,0.3759222030639648,-207.0,0.1500000059604644,0.0,False,-2.506348133087158,11.0,0.0125000001862645,0.0,False
18,1675347063.1248863,1535.0,True,0.3759222030639648,-207.0,0.1375000029802322,0.0,False,-2.506348133087158,11.0,0.3499999940395355,0.0,False
19,1675347063.1752167,1550.0,True,0.3759222030639648,-207.0,0.0375000014901161,0.0,False,-2.506348133087158,11.0,0.050000000745058,0.0,False
20,1675347063.2253344,1563.0,True,0.3759222030639648,-207.0,0.0874999985098838,0.0,False,-2.506348133087158,11.0,0.025000000372529,0.0,False
21,1675347063.275562,1577.0,True,0.3759222030639648,-207.0,0.1624999940395355,0.0,False,-2.506348133087158,11.0,0.050000000745058,0.0,False
22,1675347063.3257034,1585.0,True,0.3759222030639648,-207.0,0.1375000029802322,0.0,False,-2.506348133087158,11.0,0.0125000001862645,0.0,False
23,1675347063.3759205,1583.0,True,0.3759222030639648,-207.0,0.0,0.0,False,-2.506348133087158,11.0,0.025000000372529,0.0,False
24,1675347063.4261768,1571.0,True,0.3759222030639648,-207.0,0.0625,0.0,False,-2.506348133087158,11.0,0.1500000059604644,0.0,False
25,1675347063.4763508,1551.0,True,0.3759222030639648,-207.0,0.2125000059604644,0.0,False,-2.506348133087158,11.0,0.2374999970197677,0.0,False
26,1675347063.5265362,1543.0,True,0.3759222030639648,-207.0,-0.0625,0.0,False,-2.506348133087158,11.0,0.0750000029802322,0.0,False
27,1675347063.5767517,1551.0,True,0.3759222030639648,-207.0,0.2000000029802322,0.0,False,-2.506348133087158,11.0,0.0625,0.0,False
28,1675347063.6269042,1558.0,True,0.3759222030639648,-207.0,0.0375000014901161,0.0,False,-2.506348133087158,11.0,0.0625,0.0,False
29,1675347063.6771133,1566.0,True,0.3759222030639648,-207.0,0.025000000372529,0.0,False,-2.506348133087158,11.0,0.1624999940395355,0.0,False
30,1675347063.7272723,1564.0,True,0.3759222030639648,-207.0,-0.0375000014901161,0.0,False,-2.506348133087158,11.0,0.025000000372529,0.0,False
31,1675347063.7775092,1551.0,True,0.3759222030639648,-207.0,-0.050000000745058,0.0,False,-2.506348133087158,11.0,0.025000000372529,0.0,False
32,1675347063.827746,1539.0,True,0.3759222030639648,-207.0,0.0125000001862645,0.0,False,-2.506348133087158,11.0,0.0125000001862645,0.0,False
33,1675347063.8778663,1522.0,True,0.3759222030639648,-207.0,-0.0125000001862645,0.0,False,-2.506348133087158,11.0,0.0625,0.0,False
34,1675347063.9281209,1508.0,True,0.3759222030639648,-207.0,-0.0375000014901161,0.0,False,-2.506348133087158,11.0,0.0750000029802322,0.0,False
35,1675347063.978269,1489.0,True,0.3759222030639648,-207.0,0.050000000745058,0.0,False,-2.506348133087158,11.0,-0.025000000372529,0.0,False
36,1675347064.0284624,1475.0,True,0.3759222030639648,-207.0,0.0874999985098838,0.0,False,-2.506348133087158,11.0,0.0625,0.0,False
37,1675347064.0786598,1455.0,True,0.3759222030639648,-207.0,-0.0125000001862645,0.0,False,-2.506348133087158,11.0,0.1875,0.0,False
38,1675347064.1288877,1434.0,True,0.3759222030639648,-207.0,0.2000000029802322,0.0,False,-2.506348133087158,11.0,0.1375000029802322,0.0,False
39,1675347064.179065,1420.0,True,0.3759222030639648,-207.0,0.1375000029802322,0.0,False,-2.506348133087158,11.0,0.1375000029802322,0.0,False
40,1675347064.2293658,1405.0,True,0.3759222030639648,-207.0,0.0750000029802322,0.0,False,-2.506348133087158,11.0,0.0750000029802322,0.0,False
41,1675347064.2796104,1384.0,True,0.3759222030639648,-207.0,0.1124999970197677,0.0,False,-2.506348133087158,11.0,0.0375000014901161,0.0,False
42,1675347064.3298025,1367.0,True,0.3759222030639648,-207.0,0.2374999970197677,0.0,False,-2.506348133087158,11.0,0.0125000001862645,0.0,False
43,1675347064.3800607,1355.0,True,0.3759222030639648,-207.0,0.1124999970197677,0.0,False,-2.506348133087158,11.0,0.125,0.0,False
44,1675347064.4303312,1348.0,True,0.3759222030639648,-207.0,0.2125000059604644,0.0,False,-2.506348133087158,11.0,0.050000000745058,0.0,False
45,1675347064.4806395,1357.0,True,0.3759222030639648,-207.0,0.1875,0.0,False,-2.506348133087158,11.0,-0.0375000014901161,0.0,False
46,1675347064.5309124,1373.0,True,0.3759222030639648,-207.0,0.0750000029802322,0.0,False,-2.506348133087158,11.0,0.1000000014901161,0.0,False
47,1675347064.5810935,1390.0,True,0.3759222030639648,-207.0,0.1500000059604644,0.0,False,-2.506348133087158,11.0,0.125,0.0,False
48,1675347064.6313713,1416.0,True,0.3759222030639648,-207.0,0.1000000014901161,0.0,False,-2.506348133087158,11.0,0.0874999985098838,0.0,False
