tick,angle,safety_switch_pressed,flex_myobrick_pos_encoder,flex_myobrick_torque_encoder,flex_myobrick_current,flex_myobrick_pwm,flex_myobrick_in_running_state,extend_myobrick_pos_encoder,extend_myobrick_torque_encoder,extend_myobrick_current,extend_myobrick_pwm,extend_myobrick_in_running_state
867849,1716.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867850,1716.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.012500000186264515,0.0,True
867851,1715.0,False,0.5230001211166382,-184.0,0.1875,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867852,1715.0,False,0.5230001211166382,-184.0,0.1875,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867853,1715.0,False,0.5230001211166382,-184.0,0.1875,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867854,1716.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867855,1716.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867856,1716.0,False,0.5230001211166382,-184.0,-0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.03750000149011612,0.0,True
867857,1715.0,False,0.5230001211166382,-184.0,0.16249999403953552,0.0,True,-1.0409281253814697,40.0,-0.10000000149011612,0.0,True
867858,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867859,1715.0,False,0.5230001211166382,-184.0,-0.0625,0.0,True,-1.0409281253814697,40.0,-0.02500000037252903,0.0,True
867860,1714.0,False,0.5230001211166382,-184.0,0.125,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867861,1716.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867862,1715.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867863,1715.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867864,1716.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867865,1715.0,False,0.5230001211166382,-184.0,0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867866,1715.0,False,0.5230001211166382,-184.0,0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867867,1716.0,False,0.5230001211166382,-184.0,0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867868,1716.0,False,0.5230001211166382,-184.0,0.07500000298023224,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867869,1716.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867870,1716.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867871,1715.0,False,0.5230001211166382,-184.0,0.10000000149011612,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867872,1714.0,False,0.5230001211166382,-184.0,0.10000000149011612,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867873,1714.0,False,0.5230001211166382,-184.0,0.125,0.0,True,-1.0409281253814697,40.0,-0.0625,0.0,True
867874,1715.0,False,0.5230001211166382,-184.0,-0.0625,0.0,True,-1.0409281253814697,40.0,-0.02500000037252903,0.0,True
867875,1715.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867876,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.02500000037252903,0.0,True
867877,1716.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.03750000149011612,0.0,True
867878,1715.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.03750000149011612,0.0,True
867879,1715.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867880,1715.0,False,0.5230001211166382,-184.0,-0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.08749999850988388,0.0,True
867881,1715.0,False,0.5230001211166382,-184.0,-0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867882,1715.0,False,0.5230001211166382,-184.0,-0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867883,1715.0,False,0.5230001211166382,-184.0,-0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867884,1715.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867885,1715.0,False,0.5230001211166382,-184.0,0.07500000298023224,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867886,1715.0,False,0.5230001211166382,-184.0,0.07500000298023224,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867887,1715.0,False,0.5230001211166382,-184.0,0.10000000149011612,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867888,1716.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867889,1716.0,False,0.5230001211166382,-184.0,-0.0625,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867890,1715.0,False,0.5230001211166382,-184.0,-0.0625,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867891,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.13750000298023224,0.0,True
867892,1716.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.13750000298023224,0.0,True
867893,1716.0,False,0.5230001211166382,-184.0,-0.03750000149011612,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867894,1717.0,False,0.5230001211166382,-184.0,-0.03750000149011612,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867895,1715.0,False,0.5230001211166382,-184.0,-0.012500000186264515,0.0,True,-1.0409281253814697,40.0,0.08749999850988388,0.0,True
867896,1716.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,-0.02500000037252903,0.0,True
867897,1716.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867898,1715.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867899,1715.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,-0.0625,0.0,True
867900,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.012500000186264515,0.0,True
867901,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867902,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867903,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867904,1715.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,-0.03750000149011612,0.0,True
867905,1716.0,False,0.5230001211166382,-184.0,0.2874999940395355,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867906,1715.0,False,0.5230001211166382,-184.0,0.2874999940395355,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867907,1715.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,-0.012500000186264515,0.0,True
867908,1714.0,False,0.5230001211166382,-184.0,0.0,0.0,True,-1.0409281253814697,40.0,0.02500000037252903,0.0,True
867909,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867910,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867911,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.26249998807907104,0.0,True
867912,1717.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.26249998807907104,0.0,True
867913,1717.0,False,0.5230001211166382,-184.0,0.10000000149011612,0.0,True,-1.0409281253814697,40.0,0.012500000186264515,0.0,True
867914,1715.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867915,1716.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,-0.125,0.0,True
867916,1715.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867917,1715.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867918,1715.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867919,1715.0,False,0.5230001211166382,-184.0,0.13750000298023224,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867920,1717.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,-0.08749999850988388,0.0,True
867921,1717.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,-0.08749999850988388,0.0,True
867922,1715.0,False,0.5230001211166382,-184.0,0.07500000298023224,0.0,True,-1.0409281253814697,40.0,-0.0625,0.0,True
867923,1715.0,False,0.5230001211166382,-184.0,0.07500000298023224,0.0,True,-1.0409281253814697,40.0,-0.0625,0.0,True
867924,1715.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867925,1714.0,False,0.5230001211166382,-184.0,-0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.012500000186264515,0.0,True
867926,1716.0,False,0.5230001211166382,-184.0,-0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.012500000186264515,0.0,True
867927,1716.0,False,0.5230001211166382,-184.0,0.0,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867928,1715.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,-0.03750000149011612,0.0,True
867929,1716.0,False,0.5230001211166382,-184.0,-0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867930,1715.0,False,0.5230001211166382,-184.0,-0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867931,1715.0,False,0.5230001211166382,-184.0,0.125,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867932,1715.0,False,0.5230001211166382,-184.0,0.125,0.0,True,-1.0409281253814697,40.0,0.15000000596046448,0.0,True
867933,1715.0,False,0.5230001211166382,-184.0,0.125,0.0,True,-1.0409281253814697,40.0,0.16249999403953552,0.0,True
867934,1715.0,False,0.5230001211166382,-184.0,0.125,0.0,True,-1.0409281253814697,40.0,0.16249999403953552,0.0,True
867935,1716.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,-0.08749999850988388,0.0,True
867936,1716.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,-0.08749999850988388,0.0,True
867937,1716.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,-0.08749999850988388,0.0,True
867938,1715.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,-0.08749999850988388,0.0,True
867939,1716.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867940,1715.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867941,1715.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867942,1715.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.08749999850988388,0.0,True
867943,1717.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.08749999850988388,0.0,True
867944,1715.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.23749999701976776,0.0,True
867945,1715.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.23749999701976776,0.0,True
867946,1716.0,False,0.5230001211166382,-184.0,0.15000000596046448,0.0,True,-1.0409281253814697,40.0,0.23749999701976776,0.0,True
867947,1716.0,False,0.5230001211166382,-184.0,-0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.13750000298023224,0.0,True
867948,1716.0,False,0.5230001211166382,-184.0,-0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.13750000298023224,0.0,True
867949,1716.0,False,0.5230001211166382,-184.0,0.20000000298023224,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867950,1715.0,False,0.5230001211166382,-184.0,0.20000000298023224,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867951,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867952,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867953,1716.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867954,1716.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867955,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867956,1715.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,-0.11249999701976776,0.0,True
867957,1715.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.05000000074505806,0.0,True
867958,1715.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.05000000074505806,0.0,True
867959,1717.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.05000000074505806,0.0,True
867960,1715.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.05000000074505806,0.0,True
867961,1715.0,False,0.5230001211166382,-184.0,0.07500000298023224,0.0,True,-1.0409281253814697,40.0,0.11249999701976776,0.0,True
867962,1715.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867963,1715.0,False,0.5230001211166382,-184.0,0.08749999850988388,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867964,1716.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867965,1716.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867966,1715.0,False,0.5230001211166382,-184.0,0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.0,0.0,True
867967,1716.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.03750000149011612,0.0,True
867968,1716.0,False,0.5230001211166382,-184.0,-0.02500000037252903,0.0,True,-1.0409281253814697,40.0,0.03750000149011612,0.0,True
867969,1716.0,False,0.5230001211166382,-184.0,0.10000000149011612,0.0,True,-1.0409281253814697,40.0,0.10000000149011612,0.0,True
867970,1715.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,0.16249999403953552,0.0,True
867971,1715.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,0.16249999403953552,0.0,True
867972,1715.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,0.16249999403953552,0.0,True
867973,1717.0,False,0.5230001211166382,-184.0,0.22499999403953552,0.0,True,-1.0409281253814697,40.0,0.16249999403953552,0.0,True
867974,1716.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867975,1716.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.125,0.0,True
867976,1715.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.08749999850988388,0.0,True
867977,1714.0,False,0.5230001211166382,-184.0,0.17499999701976776,0.0,True,-1.0409281253814697,40.0,0.08749999850988388,0.0,True
867978,1714.0,False,0.5230001211166382,-184.0,0.20000000298023224,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867979,1715.0,False,0.5230001211166382,-184.0,0.20000000298023224,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867980,1716.0,False,0.5230001211166382,-184.0,0.20000000298023224,0.0,True,-1.0409281253814697,40.0,0.17499999701976776,0.0,True
867981,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,-0.05000000074505806,0.0,True
867982,1715.0,False,0.5230001211166382,-184.0,0.05000000074505806,0.0,True,-1.0409281253814697,40.0,-0.05000000074505806,0.0,True
867983,1716.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867984,1715.0,False,0.5230001211166382,-184.0,0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867985,1716.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867986,1716.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867987,1715.0,False,0.5230001211166382,-184.0,0.0625,0.0,True,-1.0409281253814697,40.0,0.0625,0.0,True
867988,1715.0,False,0.5230001211166382,-184.0,-0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867989,1715.0,False,0.5230001211166382,-184.0,-0.05000000074505806,0.0,True,-1.0409281253814697,40.0,0.21250000596046448,0.0,True
867990,1715.0,False,0.5230001211166382,-184.0,-0.11249999701976776,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867991,1716.0,False,0.5230001211166382,-184.0,0.16249999403953552,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
867992,1716.0,False,0.5230001211166382,-184.0,0.16249999403953552,0.0,True,-1.0409281253814697,40.0,0.07500000298023224,0.0,True
